clientid,income,age,loan,default
637,31823.68106,30.98355705,2290.430342,0
638,26242.63362,32.59683185,1801.228195,0
639,63531.24599,19.32910789,6917.508435,0
640,64751.14654,53.63820349,2289.851251,0
641,31091.2763,50.89554304,4071.083034,0
642,66871.26736,62.68936364,3614.268185,0
643,25098.65283,51.64706285,2611.848092,0
644,33720.58922,47.24662629,1365.952209,0
645,28182.52329,25.52961036,2285.956538,0
646,27334.56971,42.67119449,2963.794432,0
647,68694.84318,23.08141739,12731.89464,1
648,46195.62167,26.62719845,2888.633728,0
649,34488.20985,27.13153021,2156.314406,0
650,57827.6631,23.97296825,10816.75901,1
651,20346.46905,35.71607365,656.0331879,0
652,60480.9758,53.42868783,3216.094541,0
653,51915.67978,44.10910349,2282.911022,0
654,54625.50698,31.69645567,8619.745177,1
655,48305.42709,55.2125357,4833.47747,0
656,28577.96451,21.42016018,1639.225639,0
657,53400.82701,58.08168841,10418.19298,0
658,43414.48789,44.45336282,7170.946724,0
659,47526.23413,57.21959192,8957.330544,0
660,46082.07216,55.15846717,2921.235379,0
661,32195.59252,62.20165852,4980.013585,0
662,49067.09129,60.54459807,7258.968492,0
663,21293.47713,42.40494033,1368.691922,0
664,52100.91739,23.18144363,4767.277192,0
665,48334.38778,53.36775446,2234.443137,0
666,58507.62355,48.97744804,694.1351678,0
667,27521.04034,35.08659729,2699.851346,0
668,63914.22537,26.34974189,139.3145719,0
669,28598.83265,52.53369854,524.2010921,0
670,23298.46675,48.65145986,1741.183919,0
671,35697.55414,51.38821886,2907.958272,0
672,40376.16358,38.92128904,3901.937984,0
673,56534.96684,27.80794148,2161.083752,0
674,36088.93861,41.71775901,6222.415273,0
675,34158.63397,29.42114243,2911.408067,0
676,29732.05762,38.87671243,3485.018026,0
677,41736.20154,34.59649188,7602.613055,1
678,42236.45609,24.6867331,4749.068675,0
679,28796.85084,44.62864841,706.2289942,0
680,55097.38848,33.92942424,9342.479427,1
681,40916.56415,48.31974071,5219.804028,0
682,20908.3351,28.81852198,3133.624447,1
683,57999.77239,62.77011063,859.5892942,0
684,57746.58159,63.62530548,727.194665,0
685,55116.23451,41.46888524,10284.60679,0
686,57765.52116,43.88730905,5445.22266,0
687,45200.9928,43.90542902,7335.962568,0
688,42435.18949,51.48952681,2766.280914,0
689,46365.57352,41.85261305,5443.276307,0
690,57187.70089,59.47191821,9390.672261,0
691,66539.9276,57.70555929,12129.08223,0
692,25244.7267,53.3790106,1278.999504,0
693,54780.34561,61.38897114,8134.220408,0
694,59253.12146,36.92041154,7327.283577,0
695,48540.34154,21.23915762,1012.934993,0
696,30415.10508,22.98363585,4362.083152,1
697,48768.69924,25.92502563,500.5991056,0
698,52299.21808,18.30974563,7880.685807,1
699,42242.48912,34.22076686,2070.379381,0
700,28218.96527,42.62439388,1305.082433,0
701,40208.13186,61.37191328,459.0346888,0
702,61419.67284,30.65182339,9921.672387,1
703,51282.50524,26.55138677,8445.385343,1
704,36017.90275,43.5236232,1526.392476,0
705,57575.00979,33.80013512,9857.22995,1
706,53330.76714,42.3772463,2343.497556,0
707,39834.51984,63.31227526,699.9557764,0
708,62469.42837,24.26485536,7286.550391,0
709,40334.61673,45.88654158,6808.869955,0
710,47542.8027,40.87333755,9448.209721,0
711,55883.62286,27.37033802,974.5630674,0
712,29163.01588,43.95617132,1469.129704,0
713,47786.14106,29.7081893,7181.478553,1
714,29736.3105,35.29839844,657.0484089,0
715,50831.42753,24.35160252,9572.586884,1
716,62030.046,46.53578454,7572.567589,0
717,54049.01274,54.62035318,4569.647911,0
718,34336.01759,35.83065171,3441.644524,0
719,31895.71531,48.18590728,3423.346172,0
720,51894.5401,59.0037683,6579.534007,0
721,37616.71086,53.44466025,5732.240108,0
722,22076.948,56.99543936,3948.143344,0
723,56252.95371,57.27829057,7327.070282,0
724,26316.75849,37.217654,923.0284413,0
725,23120.87961,40.29672232,1417.846522,0
726,39033.03271,59.67702219,5757.890479,0
727,32420.81815,32.36179216,1494.212974,0
728,68827.24433,25.30253079,1049.175477,0
729,58092.20489,41.81365235,5277.74042,0
730,43538.85612,46.32941211,8523.901116,0
731,64040.48418,59.14480741,5408.727767,0
732,34395.22922,25.54822433,2089.7325,0
733,57405.51493,45.64443499,6914.75154,0
734,22581.13397,40.54886181,34.28510582,0
735,27952.94598,42.09749811,3965.251974,0
736,54022.91284,26.5610123,10641.45144,1
737,63546.16476,44.41273214,6170.239116,0
738,60713.4303,56.03160353,396.2336776,0
739,44519.32947,32.39165985,1446.468103,0
740,40997.79899,55.58120391,7908.331843,0
741,63661.38333,25.59552438,6095.308749,0
742,34429.14674,39.7149896,2240.277404,0
743,29181.86143,48.24064781,2529.612969,0
744,52510.43824,40.27914024,1858.30824,0
745,37536.34724,25.85667757,2634.358585,0
746,35683.74495,44.49787917,4337.825559,0
747,45622.29071,41.63254532,528.1812501,0
748,67385.40318,29.03367936,6747.232379,0
749,69411.79253,47.07372685,12176.78244,0
750,48322.51407,29.26263398,7732.696396,1
751,40836.58881,22.16826291,6994.487801,1
752,38035.95133,60.65521047,4298.705028,0
753,42696.97137,44.52967068,222.1964386,0
754,24181.69479,22.30012538,1529.018868,0
755,33194.40264,51.17971212,6615.387858,0
756,32541.46153,34.40508616,780.8328568,0
757,38381.41306,54.08337144,322.7241556,0
758,25921.91253,58.42607932,5104.746789,0
759,58810.97173,22.10938059,9099.724338,1
760,63025.74408,56.56693154,2956.977746,0
761,29954.00451,61.83684471,5774.07427,0
762,40641.52302,37.66419864,5042.326368,0
763,43940.9107,38.30598195,2855.379187,0
764,65166.97287,25.65628186,8859.087469,1
765,58820.38206,30.75231565,530.6578241,0
766,50719.76308,43.20724465,4770.937668,0
767,46766.59592,47.77517095,2383.407757,0
768,67520.7596,45.41562414,13041.77945,0
769,28386.25355,31.12533241,1718.943782,0
770,68276.03076,34.51488127,4842.07796,0
771,30731.72628,40.38884294,1129.562412,0
772,30012.25109,54.94011866,3972.151405,0
773,38075.31877,53.10735995,6928.943621,0
774,55932.39657,44.39262234,4876.366909,0
775,27966.24445,53.70027324,4445.203178,0
776,53825.53674,49.71390438,5272.804792,0
777,65451.49652,60.27638934,8129.048931,0
778,39473.99586,42.30125384,6034.153228,0
779,42344.80871,47.41810839,6800.246806,0
780,36112.87441,60.5793527,3737.212187,0
781,32720.5048,33.80450352,4367.26495,1
782,27973.82656,49.67421964,403.4021354,0
783,21306.03312,35.09416354,3791.023528,0
784,36029.30158,52.64062442,2928.100439,0
785,48457.96355,22.34492363,8108.172683,1
786,46038.51066,39.03867278,6868.987805,0
787,34247.15902,34.70098954,6458.790585,1
788,64247.615,31.60316207,4513.203694,0
789,62109.76709,41.24090602,2816.430158,0
790,21481.80379,19.95945231,1137.657891,0
791,20762.47447,25.32912274,2385.224837,0
792,33756.52723,40.56759555,1169.835925,0
793,54325.80727,29.63636931,6978.525057,1
794,33197.8078,59.48684823,3993.146866,0
795,56846.47423,30.28092755,5268.227475,0
796,26542.93109,45.82942652,4233.089586,0
797,53200.54815,59.6917193,3090.473119,0
798,38073.4069,32.21450809,2284.005677,0
799,43937.21904,56.40968222,3213.541963,0
800,49284.81941,51.93972912,493.589997,0
801,22869.32345,25.9064452,527.5515684,0
802,60113.34254,40.77430558,8253.384569,0
803,23613.25569,32.4735058,2469.234585,0
804,68755.09442,53.22813215,10990.53375,0
805,26449.32829,46.47915325,2952.123152,0
806,42855.41611,47.12736998,4923.814846,0
807,25686.77894,35.85071487,3728.397031,0
808,67125.64924,36.05850519,7482.067369,0
809,27427.78945,59.70451918,719.9466646,0
810,37145.57306,53.19827894,1510.735507,0
811,41702.60077,41.94405372,6105.727929,0
812,20710.77596,49.55726981,3960.710873,0
813,39124.16436,44.5571086,401.3267334,0
814,32834.64674,60.58021867,4184.578203,0
815,26267.2214,58.79376696,1136.117271,0
816,41254.2282,28.94820475,6993.049441,1
817,38268.6966,30.67684984,2522.057185,0
818,37087.26876,57.5763008,6391.153194,0
819,38458.13304,55.85685407,3644.30607,0
820,40185.77567,31.00076808,1002.340574,0
821,65481.94555,45.03857624,10614.24849,0
822,57426.68048,20.1188451,2461.974406,0
823,47903.31425,46.16901477,4283.226974,0
824,34222.18775,52.24667845,3582.151364,0
825,28481.2656,47.42132836,5302.179943,0
826,43069.65215,41.24003469,4091.561292,0
827,33093.96186,33.40317391,3852.992444,0
828,61363.85606,62.13637386,9636.804731,0
829,68100.73562,47.75294027,8124.59898,0
830,50551.48034,56.7655671,5262.616088,0
831,54421.05401,22.96153355,6229.836019,0
832,32152.45974,57.48695513,3550.584889,0
833,40230.97571,58.79409568,745.1947491,0
834,53483.374,29.18999789,1459.668599,0
835,65137.93776,42.13310957,10352.18177,0
836,29496.59413,54.66582086,2216.975334,0
837,45181.93371,48.0968023,2243.153992,0
838,24994.7782,34.72335974,51.64026024,0
839,54820.97401,20.56039647,10070.94905,1
840,62955.60829,29.54950978,207.5438178,0
841,52956.24608,25.14710192,959.0972148,0
842,40366.20324,32.07200804,7410.792024,1
843,60005.01013,40.19488899,10677.66802,0
844,37598.38508,54.66392931,3641.808411,0
845,61323.0009,60.16601647,8699.946682,0
846,21243.9323,57.86806022,3438.979277,0
847,62111.43441,25.97645859,499.2085782,0
848,56524.87881,54.91097151,5296.940273,0
849,51718.13696,34.35049974,1036.616804,0
850,43205.63175,23.12587725,4835.274657,0
851,26934.19744,35.9790102,4113.299167,0
852,68966.82256,54.39248814,6690.635338,0
853,31527.3472,59.02264656,2062.719158,0
854,46839.06109,28.73335871,1498.200316,0
855,32151.29686,42.91491157,4601.940086,0
856,40831.80192,47.1495458,6429.593688,0
857,30868.80482,58.13656775,4618.392184,0
858,62988.82643,32.47461294,6924.901569,0
859,65496.76748,61.95993475,11805.55577,0
860,63032.62627,24.78843756,390.3358609,0
861,27287.07454,18.69579873,4509.881422,1
862,44299.37174,24.37145815,5154.909843,0
863,44091.34923,30.48523032,1664.104927,0
864,26617.03032,28.61650924,2727.241681,0
865,21856.23353,47.72276785,1500.653745,0
866,28072.60436,54.14254823,1.377629593,0
867,35950.48845,35.47184697,2664.925675,0
868,28982.11236,35.26825118,1440.499168,0
869,51790.72645,41.15087779,1281.035729,0
870,65000.81962,21.69969953,1114.914824,0
871,29761.04601,21.85429135,3748.258124,1
872,23081.45074,53.89681841,257.6612015,0
873,60016.74099,22.73860251,1522.646768,0
874,54619.15536,53.59786282,901.2777768,0
875,66274.2081,36.37462344,10257.91839,0
876,49380.65863,45.47104991,5425.280945,0
877,46283.06746,48.28858511,2166.1231,0
878,25554.69852,42.79692147,4229.914353,0
879,36680.18192,22.14626261,4849.333785,1
880,30383.67633,46.8319496,2153.607725,0
881,67730.4437,26.30314698,8881.583636,1
882,36446.72414,40.61685061,2927.675444,0
883,33648.73899,60.97094456,1498.161255,0
884,53852.79954,42.78285555,2089.909464,0
885,61298.21867,48.28503024,9399.504602,0
886,69465.74696,20.58523169,7983.705373,0
887,39102.04171,29.30086538,4200.697505,0
888,29366.58233,22.48404853,4049.253865,1
889,67949.73807,34.47967882,1790.348617,0
890,29468.85918,22.78963669,3703.953047,1
891,56839.4019,36.55239093,9004.801714,0
892,38277.93687,44.90919805,7405.80321,0
893,49664.27072,39.94416069,5571.456364,0
894,49972.01083,32.39698399,763.9541159,0
895,27356.80095,63.48787362,2983.583322,0
896,36840.60366,36.67458349,6557.940331,0
897,51438.81407,46.01234316,6898.783719,0
898,40614.72205,20.93267159,2649.695356,0
899,56738.63732,63.37394217,3210.807048,0
900,68004.68622,41.53109727,2698.047781,0
901,44458.63729,52.08290527,1456.234944,0
902,66801.19751,19.13513823,288.6467693,0
903,48991.85368,18.6213071,7453.264268,1
904,69430.93662,58.94091428,2648.220452,0
905,27989.1111,27.80092017,1770.818279,0
906,67675.80477,37.74039569,4396.076877,0
907,47985.72247,33.55977398,8801.610127,1
908,43388.20947,35.70435679,7007.154253,0
909,63182.45567,25.58638213,3493.224567,0
910,20568.89131,25.85385679,2257.064782,0
911,25833.71723,19.20759964,3716.254685,1
912,23087.3014,37.61963726,423.4183995,0
913,36124.71783,25.05472696,6485.05748,1
914,57330.61941,44.4456513,1058.039202,0
915,47240.25312,55.00972136,4286.345614,0
916,55730.62923,55.15643796,9286.357545,0
917,61660.40132,48.89875823,1684.526564,0
918,49746.88744,29.36146193,7354.129523,1
919,23973.68759,55.28829775,95.46072238,0
920,28085.4796,45.03212598,4431.280471,0
921,33585.47474,60.37738544,3933.883012,0
922,44179.3851,51.30649189,5888.375781,0
923,56025.41973,29.39644446,4341.626699,0
924,49369.70415,51.37341727,109.3796228,0
925,26889.36474,62.62510846,675.7120311,0
926,30873.21764,38.95273955,4076.87675,0
927,30608.94324,46.47670398,2632.551811,0
928,54878.08965,42.88355929,1504.473462,0
929,32423.80685,63.18998659,2961.952368,0
930,46608.36902,20.40499151,1521.868405,0
931,65689.1897,28.10870743,255.072656,0
932,49054.86027,54.06866362,1102.240361,0
933,20310.57756,54.26474774,1279.113098,0
934,66423.39933,18.87435711,1066.214601,0
935,45783.15475,63.88504374,7492.90982,0
936,62887.76267,42.8418414,6849.484223,0
937,51088.21078,52.08587159,9097.112036,0
938,66217.94485,19.08162361,745.0760945,0
939,62799.75061,35.36149204,6752.586071,0
940,45789.48752,36.29805129,4545.157459,0
941,59727.40599,50.24148795,5203.325181,0
942,35513.58955,60.80701767,6983.360741,0
943,29178.97759,63.93073469,1664.386062,0
944,67501.69225,49.63745902,7589.75999,0
945,66255.02953,28.96002495,7475.212282,0
946,63558.86409,36.35685466,9282.927735,0
947,63441.71236,18.67128938,3119.412678,0
948,64983.15424,27.29197161,9109.774342,1
949,56946.64594,55.40901375,11175.84107,0
950,52349.87246,35.52249918,5181.848501,0
951,31473.45878,27.99340911,797.3459721,0
952,59267.3392,34.91269907,5085.311919,0
953,66809.17325,31.05454812,1316.187128,0
954,48083.31155,39.15730598,9193.095264,0
955,20629.3473,28.30686155,3310.410118,1
956,25363.33106,31.39079116,3946.001447,1
957,28873.67417,62.3285863,2224.469765,0
958,41430.85526,33.68956136,5719.278116,1
959,53612.13123,23.28296645,5976.896568,0
960,51555.74026,57.26359177,9217.688669,0
961,46564.3789,50.65129969,599.830324,0
962,61200.42748,19.22777832,406.8518612,0
963,29307.32077,61.16495696,481.8426971,0
964,67687.18308,20.8043048,10506.32803,1
965,52565.06574,55.69652935,372.9742533,0
966,52920.14801,20.99096653,9521.769942,1
967,34981.36783,23.48770889,5502.736031,1
968,65210.8371,27.52843972,12607.95166,1
969,60016.07961,54.31724029,2857.007414,0
970,23066.96468,33.091353,1933.353568,0
971,52603.87864,43.89546653,2043.089553,0
972,20111.36326,53.49539456,1745.371922,0
973,32759.70028,43.88045936,5211.32563,0
974,30578.02016,55.36616174,3010.35024,0
975,21211.58939,32.65119825,931.7810522,0
976,53746.32658,29.35028859,9534.660206,1
977,45214.10922,18.2999804,1779.727735,0
978,58465.0497,20.12688854,11417.06009,1
979,54422.97349,58.57139504,444.6137769,0
980,62842.06439,62.19707882,107.5972315,0
981,53005.13229,45.68722047,2539.336749,0
982,40749.02818,26.85401291,6207.186165,1
983,49804.41083,20.03986423,7235.194717,1
984,37277.24612,26.63314682,6289.256076,1
985,46883.20654,30.39988989,6342.567909,1
986,31763.3692,35.60251728,3489.404122,0
987,61013.18158,24.70761897,1791.542962,0
988,41285.3589,22.91107059,532.1002558,0
989,39133.89186,21.60323147,433.4584179,0
990,62171.80256,24.2437831,1035.462496,0
991,53638.64595,44.02737436,109.4788536,0
992,49264.58489,58.11954711,3051.574267,0
993,63114.49699,48.35108283,11890.75719,0
994,58165.50622,45.72915357,4155.723767,0
995,43029.80326,27.21015742,6894.165381,1
996,21593.62266,51.54892278,458.0937244,0
997,49104.76824,35.53851733,9452.217947,0
998,65776.23241,39.79819134,2805.863745,0
999,36192.14945,21.40240262,7236.17393,1
1000,62165.86119,19.6025431,4739.948954,0
1001,50793.35572,41.60188645,421.6403796,0
1002,62422.20379,32.14522141,2841.633423,0
1003,63166.99496,56.51003993,4058.789534,0
1004,23717.56785,49.32576952,1530.090242,0
1005,66797.66467,21.38042855,11921.19954,1
1006,30272.20362,19.13244649,1440.072549,0
1007,55741.19569,52.62685289,3181.780519,0
1008,30742.57971,26.44933684,5685.653641,1
1009,20491.56433,35.13483691,1579.168249,0
1010,35620.41863,40.82467405,3611.295903,0
1011,50206.13372,33.03111152,5826.462898,0
1012,67935.45387,60.9422627,8267.326053,0
1013,59223.3966,22.93963515,3901.402085,0
1014,32657.26868,32.81218796,1796.270503,0
1015,55931.65458,23.44133307,4053.519938,0
1016,23694.77887,22.86428448,764.29719,0
1017,44324.28637,23.18086641,2672.692026,0
1018,34735.49175,62.35895581,1402.217854,0
1019,67064.34474,22.58360992,1091.624816,0
1020,42761.49268,45.04937391,610.6578471,0
1021,49517.72233,31.5493175,7337.950431,1
1022,54372.18266,29.97711781,839.1250812,0
1023,29941.96837,48.35844947,3170.045654,0
1024,68414.12078,51.04678129,6154.052457,0
1025,23891.24457,51.02920468,3475.905423,0
1026,47187.57155,24.22704766,7933.469449,1
1027,39819.92094,63.38479701,3577.44769,0
1028,50632.27924,53.62329948,1262.356066,0
1029,39970.21125,40.36811516,7867.616836,0
1030,55176.1396,49.4559101,7822.936091,0
1031,50533.57195,56.63106428,117.7125869,0
1032,52983.87446,42.58806976,5567.941087,0
1033,31187.66993,30.99961612,593.1247798,0
1034,34909.98223,25.56874133,2852.371795,0
1035,53810.84766,51.43297298,9154.477015,0
1036,55478.96737,53.76292004,6227.541774,0
1037,60394.09487,57.68642247,8293.576747,0
1038,36845.73868,51.93947954,1790.013566,0
1039,60264.94065,54.72136343,2241.388144,0
1040,52981.5086,18.30621644,3759.937234,0
1041,50222.76242,21.42271292,8734.740617,1
1042,59256.55596,38.57894462,9812.978717,0
1043,43203.41422,40.90172418,7730.727575,0
1044,46288.75641,23.59003818,6053.791581,1
1045,58176.15493,52.17576009,9852.14111,0
1046,25631.43473,47.63557696,4778.700543,0
1047,58977.99765,30.33098269,9442.01161,1
1048,25048.01599,54.65677518,2341.367858,0
1049,33436.48901,34.66914689,5473.985551,1
1050,23787.36705,36.3117126,3041.552908,0
1051,69456.56777,48.05355678,13190.36589,0
1052,65447.61161,39.63135194,3269.534327,0
1053,68743.35318,56.38525158,2290.204289,0
1054,36052.5776,49.49996087,2830.179862,0
1055,24820.79247,38.24401685,51.94924278,0
1056,26046.38417,54.62546358,4669.457353,0
1057,60850.80244,59.99025632,7206.852593,0
1058,69929.011,51.39444845,12427.8357,0
1059,53298.49615,56.90970733,2106.709791,0
1060,48818.38232,49.29612194,2312.421777,0
1061,38042.08416,32.83899402,3495.856306,0
1062,42119.82271,60.06420183,1930.566532,0
1063,62247.87974,39.22965562,1870.715089,0
1064,62252.08816,28.24617586,1699.680972,0
1065,36973.08569,38.28030326,4144.448144,0
1066,54217.23678,26.62937737,8836.775689,1
1067,44218.76632,58.57925853,1693.920179,0
1068,33274.05027,23.95343526,2244.883109,0
1069,54656.54904,18.39382955,9911.134963,1
1070,67593.51708,25.40544564,9864.078027,1
1071,39472.70725,42.60886077,596.4811795,0
1072,30572.44686,48.65184248,1847.09425,0
1073,50447.69963,58.09854003,2443.768915,0
1074,49198.65266,49.1924227,483.6201677,0
1075,53768.22821,25.37750388,3696.953244,0
1076,52809.54629,61.01331918,6276.830737,0
1077,38011.72665,19.05789168,4625.193378,1
1078,58910.29177,31.01396195,3671.923094,0
1079,57914.73107,50.61159971,6715.857908,0
1080,39494.76692,28.5471422,3544.156039,0
1081,45918.87525,38.64211962,1910.329531,0
1082,55649.05588,19.66450149,7660.346171,1
1083,27136.6288,18.83362032,2253.190253,0
1084,62724.63612,39.83537661,9255.137755,0
1085,32921.84858,43.73305267,2553.212778,0
1086,28482.64955,19.78378813,329.4500422,0
1087,44170.22174,24.47037064,2168.751735,0
1088,60664.3716,22.36445737,5873.410979,0
1089,64501.93043,33.3579469,12147.31422,1
1090,28237.51739,50.01555209,2728.189944,0
1091,67420.59545,21.18529406,3668.994784,0
1092,55642.99339,38.91090684,2841.697982,0
1093,56086.05809,34.57920217,3990.85076,0
1094,57676.73918,20.66561699,10504.66817,1
1095,62535.63285,39.19407554,9490.26419,0
1096,60686.76857,48.39930849,10614.13095,0
1097,25032.30094,46.31058897,680.9047822,0
1098,22228.34529,33.35945709,2187.213337,0
1099,41435.15375,34.92571649,3702.171428,0
1100,43955.4094,51.55828607,7833.477761,0
1101,60063.69309,59.11464434,6766.294181,0
1102,34635.74475,18.9473467,4859.235287,1
1103,63944.32373,32.5243454,12213.94934,1
1104,35403.42733,34.64541582,2929.359704,0
1105,53654.07937,44.13723421,6587.775556,0
1106,23508.23073,52.64034902,4622.841065,0
1107,61869.46603,36.22730418,1040.493673,0
1108,20674.89708,23.99988287,299.8251378,0
1109,22127.92411,61.18878265,1777.828551,0
1110,27408.72961,37.69173185,2591.028947,0
1111,60720.7961,38.82036029,3278.179727,0
1112,34760.01932,34.26030186,28.88253444,0
1113,23057.36392,46.97181129,2487.165182,0
1114,42380.99506,35.71681219,6832.684817,0
1115,37887.54939,24.4157261,5061.777831,1
1116,39988.74074,54.26870557,357.0881242,0
1117,25026.50564,62.90692234,3845.741849,0
1118,43588.08143,40.49564678,6453.057979,0
1119,20897.42669,28.0293199,2940.42397,1
1120,24904.62467,53.3197898,3376.907465,0
1121,66068.63504,35.91878387,5626.86934,0
1122,36126.23109,40.70791186,3805.802721,0
1123,23626.72679,34.29335345,2173.76769,0
1124,30200.24326,62.78257014,4871.677576,0
1125,65569.78524,62.23215892,12494.26726,0
1126,20617.26101,46.51750698,2224.068134,0
1127,25817.45462,21.63047036,3682.861931,1
1128,21448.82799,31.79518831,1989.182976,0
1129,69370.17764,52.3746293,4605.918773,0
1130,34145.79955,31.40079893,4074.952591,0
1131,52651.25686,57.32024618,6529.019522,0
1132,40069.33838,43.31346189,3646.051618,0
1133,39246.54489,48.32205561,919.11464,0
1134,56233.78954,57.99108565,9642.092538,0
1135,49264.26833,19.00652627,801.779606,0
1136,30451.63616,42.19713668,475.4205917,0
1137,28726.9963,34.75143776,3675.833415,1
1138,20113.25349,30.13257556,2507.64971,1
1139,43434.77543,52.20588011,3672.109828,0
1140,59208.71608,30.93115193,11479.43781,1
1141,69310.95727,42.11060918,1590.325804,0
1142,60567.42444,40.04122249,571.9329349,0
1143,22048.89504,53.7982525,4199.024356,0
1144,66733.71025,52.97784361,5366.640793,0
1145,22209.00951,22.00626001,4096.783714,1
1146,49032.66241,54.5560719,1777.953131,0
1147,26558.36106,57.83336484,22.32793318,0
1148,49255.45797,36.61814758,4951.915771,0
1149,30218.15123,48.02147268,5914.516662,0
1150,56317.08282,24.6534823,8045.440953,1
1151,53825.43058,45.35669022,431.4501612,0
1152,34927.99361,54.15294718,1957.057929,0
1153,53287.38502,59.55992485,4432.665444,0
1154,32032.55674,50.11743705,4582.938274,0
1155,48405.72681,47.93288261,3766.614435,0
1156,46132.91405,26.90939873,3216.491255,0
1157,29049.07149,57.78255455,2562.695554,0
1158,68550.68786,19.36118878,3879.672652,0
1159,47474.8196,37.87464495,5083.728272,0
1160,50021.65541,23.81667911,1054.268085,0
1161,64089.13191,37.31044758,6272.78845,0
1162,28451.70557,41.60107543,1042.850376,0
1163,58132.47127,29.38094985,5491.035602,0
1164,30961.16614,32.11428662,162.7955961,0
1165,64162.64961,53.85556307,6938.01252,0
1166,67470.11702,52.23263736,12715.29472,0
1167,68263.76624,42.64295351,4124.330404,0
1168,42889.33416,57.50669619,6340.708855,0
1169,20155.79236,41.92236196,3489.957148,0
1170,58178.61457,49.69279455,10948.49949,0
1171,45735.45569,52.82103724,2944.537354,0
1172,30037.20313,38.68492023,1247.012791,0
1173,64392.51221,37.80218224,4513.243712,0
1174,26291.3758,52.40154262,1094.177529,0
1175,36008.381,20.62621639,3709.304431,0
1176,54953.97966,44.69223602,365.6461852,0
1177,28753.32549,49.40348027,4990.369091,0
1178,41993.98432,36.19281642,6644.344214,0
1179,56696.4586,57.52025339,9686.630307,0
1180,51906.04616,36.5730408,10235.27261,0
1181,30939.39338,47.8934448,6115.822333,0
1182,38520.72397,56.67372097,4176.949955,0
1183,33489.03986,25.97104402,3581.655047,0
1184,52836.00643,38.25136318,5671.644328,0
1185,51733.28751,24.91495145,7906.141179,1
1186,41273.7715,32.09039538,3299.885072,0
1187,68223.68431,28.99041509,7364.001945,0
1188,28222.87891,40.33136779,613.2406201,0
1189,21921.36108,62.3272301,1901.143922,0
1190,38852.93302,27.05029416,7513.182864,1
1191,59621.36764,54.15061886,7014.622708,0
1192,41377.7456,45.86166157,5324.048185,0
1193,54405.62497,57.1412841,6253.206677,0
1194,60103.01157,56.05377209,2632.265613,0
1195,67528.65421,52.88850155,7877.415131,0
1196,61156.93738,31.80242595,3250.006084,0
1197,42955.6946,45.41622917,2962.825186,0
1198,46923.04677,36.3395338,3107.883782,0
1199,24951.25749,62.04114048,2544.356003,0
1200,26267.52942,34.49638622,59.46916335,0
1201,64603.92088,33.06183178,11264.69116,1
1202,34667.0204,18.85318928,2827.289402,0
1203,66008.39707,19.42742577,9189.611514,1
1204,45840.20762,32.27027963,5299.239719,0
1205,32188.01624,49.42886416,4659.953325,0
1206,50289.66475,24.0740542,6127.381688,1
1207,36837.53085,54.72850399,1598.183569,0
1208,28852.03381,44.21152393,5705.986163,0
1209,68127.16681,47.9523112,12099.9703,0
1210,41349.12251,53.85620698,8083.232201,0
1211,69132.46258,33.47118164,7621.410219,0
1212,38477.3256,27.34633178,289.576582,0
1213,68291.15365,46.79353807,9577.955143,0
1214,58074.60654,59.79866948,8551.259893,0
1215,26867.10826,32.62229962,1730.151907,0
1216,32348.45015,59.75238657,3229.820063,0
1217,31044.39176,49.93586833,4465.872769,0
1218,29279.74979,18.8130986,2291.988119,0
1219,35145.10019,47.79338272,510.7399689,0
1220,44405.28066,34.38252406,3917.876098,0
1221,42059.6369,55.29068575,5310.271529,0
1222,28612.20306,58.86168988,4948.48807,0
1223,46546.70455,60.7597447,254.8435786,0
1224,22832.32393,32.5164225,3318.407787,1
1225,21565.92154,44.1265854,4136.761126,0
1226,26078.21358,31.80688066,3665.880899,1
1227,60503.54785,20.1184142,6766.53302,0
1228,31233.30776,41.70405183,1662.453616,0
1229,34505.80093,49.32442037,2151.696592,0
1230,35485.11827,47.38887031,2482.04225,0
1231,45986.3534,20.2872954,7112.926157,1
1232,43308.17898,34.83136125,6777.198246,1
1233,53284.11968,32.14321496,849.5451843,0
1234,68398.28748,36.99394877,8106.859293,0
1235,64743.70707,56.25701235,4304.929109,0
1236,68412.60985,28.15512845,551.8430811,0
1237,59695.10715,27.90329809,8889.928408,1
1238,32406.57073,20.98656135,3394.65824,0
1239,33184.19598,60.37477159,4580.097831,0
1240,47688.25057,34.56708902,1377.018407,0
1241,42591.59524,45.11655999,4602.245841,0
1242,34051.52804,35.74565239,6224.152886,0
1243,61800.03438,29.66579595,9143.611709,1
1244,45360.71627,27.07574763,4569.994987,0
1245,20252.12346,27.4416098,3360.059414,1
1246,30134.7096,43.81722832,958.9980819,0
1247,56217.3265,51.58228056,2866.5859,0
1248,31722.73095,34.85181726,2877.756104,0
1249,60178.44619,33.26140894,3203.615438,0
1250,51144.24305,37.83799986,3411.656424,0
1251,22449.07739,35.7657793,1187.42695,0
1252,44932.87511,27.14705773,622.9128105,0
1253,40929.48394,20.25460597,2352.287116,0
1254,31092.26772,43.83220649,5617.993126,0
1255,44743.55163,53.05626193,2574.707756,0
1256,60770.22902,33.62672671,2242.82576,0
1257,43528.48431,59.89202707,2264.725152,0
1258,25008.94953,63.21714847,2941.028155,0
1259,47433.41542,60.45516523,9139.14371,0
1260,50064.34637,29.3425137,417.6331058,0
